ufs_serial,run_wf_xy,prob,health
S00380,0000008_4_52_15,0.3186829793623205,0.0
S00383,0000007_6_45_25,0.8330125031904893,0.0
S00384,0000008_4_36_13,0.8808053324892047,0.0043461531734788
S00388,0000009_5_43_17,0.14694263700855303,0.0
S00389,0000009_9_38_25,0.09412988835518377,0.0120899864747837
S00390,0000009_4_43_13,0.8913083626484041,0.0
S00393,0000007_5_36_28,0.986080247471328,0.0
S00395,0000009_8_26_23,0.30395343393926383,0.0
S00396,0000009_8_50_13,0.8581496278073056,0.0
S00398,0000009_13_56_20,0.9248157136637667,0.0
S00400,0000007_4_58_17,0.33419155230207703,0.0
S00402,0000009_25_35_12,0.03402463767261216,0.0
S00403,0000009_13_37_30,0.051132535235278054,0.0043498619334567
S00404,0000009_13_46_13,0.24400489139751014,0.0
S00405,0000009_16_19_27,0.8718533642505953,0.0
S00406,0000009_21_42_15,0.2384192159475225,0.0
S00408,0000002_8_57_23,0.13187429277340967,0.0022408584697236
S00409,0000002_6_19_25,0.10874103301031296,0.002175502182068
S00410,0000002_3_21_17,0.28696461593871647,0.0
S00411,0000000_23_42_28,0.0016017028667501933,0.0
S00412,0000000_2_32_24,0.0032689888550265092,0.0
S00416,0000000_13_33_12,0.13543416469309985,0.0
S00417,0000004_23_31_27,0.06190714742233526,0.0065888903619249
S00420,0000007_25_39_24,0.48530200002299695,0.0067010031280336
S00423,0000007_17_22_25,0.11328713139960359,0.0022000593174946
S00429,0000007_11_50_24,0.8617655678419681,0.0
S00430,0000007_21_26_14,0.2064767484407385,0.0065350023668016
S00432,0000007_12_23_14,0.24476372544519057,0.0
S00434,0000007_13_45_12,0.020361468462971915,0.002191705914519
S00435,0000007_13_53_24,0.21312198781982758,0.0
S00436,0000007_18_58_26,0.33238803097749137,0.0
S00438,0000025_16_49_27,0.009633636902921827,0.0
S00439,0000003_10_28_12,0.9605050431433055,0.0
S00440,0000026_1_22_24,0.0066128362906973295,0.0122367980460517
S00441,0000022_20_45_13,0.002450951922678514,0.0
S00446,0000025_3_42_23,0.23811170140345253,0.0
S00448,0000020_24_23_26,0.32032183040793294,0.012265971677205
S00450,0000020_1_40_16,0.6564171535511676,0.0
S00452,0000020_24_37_19,0.017743976056875634,0.0048683965637152
S00453,0000020_19_32_25,0.02492172628343288,0.0024367761990213
